name,contract_address,tokenId,supply,creators,transfersCount,accountName,accountAddress
Flying bird,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,406378,1000,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
achromat #200,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,11945,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
achromat #228,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,12015,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Technian #2,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,489632,64,['tz1MZpSHjfxzi6rWRTy6VSSdghezFoUvRPte'],2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Supernovae | Supernova SGEAS1,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,500367,30,['tz1QAevDTqQ92FWh7fXrS6esiFmFgnsEqi1b'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples — Vantage points,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,534327,15,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],4,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
ParticleMotion#2,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,536113,10,['tz1Sby9tLRuNrFeApkS6cQ38y4yajEh8KZuz'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
DataMoshing #1,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,534224,10,['tz1Sby9tLRuNrFeApkS6cQ38y4yajEh8KZuz'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Are You Still Happy When It Rains? (II) ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,534047,15,['tz1RXX6uAGeSmXgMgVCz9WPsrUaMf9M6jntz'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
contrapuntos #450,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,37932,1,,1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Are we still connected? ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,547579,37,['tz1RXX6uAGeSmXgMgVCz9WPsrUaMf9M6jntz'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
The Factory - Special edition,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,548137,5,['tz1Q5WJ9NGy262exjudGBcUtue6tCzhbBU3U'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Hatch Field 001 #217,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,56275,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Artifacts II #202,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,57006,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Nasusara  #69,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,58131,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Sui Generis,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,551734,200,['tz1fSL9BdNNG5ZxGDF92qvwqN23rCuYRiWRn'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Hills and Mountains #52,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,62300,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
mycelium [black and white],KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,502694,500,['tz1SA1S7Hsar1gXvwveU8mv85QiDKrN45YmF'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
⚖️ Concord #244,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,68009,1,,1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
out of the box(es) #6,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,70558,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Postage stamp - Snowflakes #23,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,70588,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Collage faces #4,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,70594,1,,1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Complexity 03,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,287391,100,['tz1ZHqZyigiw8u5WJjRuj2Q6Dz6r45cjaitu'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Complexity 02,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,287352,100,['tz1ZHqZyigiw8u5WJjRuj2Q6Dz6r45cjaitu'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Complexity 01,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,287338,100,['tz1ZHqZyigiw8u5WJjRuj2Q6Dz6r45cjaitu'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Staring At The Blue,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,561480,10,['tz1M4eryMYfCoKZ3Gv8273Cr8Zk23evVPRYs'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
LONG SEASON,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,560277,80,['tz1M4eryMYfCoKZ3Gv8273Cr8Zk23evVPRYs'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Print The Cracks 002,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,512448,20,['tz1M4eryMYfCoKZ3Gv8273Cr8Zk23evVPRYs'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Leaving,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,286207,100,['tz1LcHPjvqyWK5C5jieSHmTNAhNkygEAS3XH'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
City postcard #38,KT1KEa8z6vWXDJrVqtMrAeDVzsvxat3kHaCE,83177,1,,2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Sectional Curvature [Extruded],KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,297278,1000,['tz1SA1S7Hsar1gXvwveU8mv85QiDKrN45YmF'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Glitched Japanese Dreamscape,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,520398,500,['tz1XduX9RUaE6TpiviVogP4rTxTBpGuqvgjR'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Trapped,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,566136,12,['tz1LcHPjvqyWK5C5jieSHmTNAhNkygEAS3XH'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples—The Watchers,KT1MEEn4SZ7fD5c4FKXf68hZoWjtwcf4EGLg,2,1,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples—The Former Circle,KT1MEEn4SZ7fD5c4FKXf68hZoWjtwcf4EGLg,3,1,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples—The Stones which Stood,KT1MEEn4SZ7fD5c4FKXf68hZoWjtwcf4EGLg,4,1,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples — Through the Blocks,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,567669,1,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples — Milestones of Elation,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,567676,1,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples — Highlights of the Hike,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,567684,1,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],2,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples — Baroque Blossom,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,569409,100,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],9,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Lushtemples — Withdrawing Cityscape ,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,569415,20,['tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm'],8,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Dreaming,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,334452,5,['tz1LcHPjvqyWK5C5jieSHmTNAhNkygEAS3XH'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
BATH TIME | REPEAT,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,297175,50,['tz1gyupBZ3ybA5AgSAiGJyPjaeP5QLMhqJ5A'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
BATH TIME | RINSE,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,297184,50,['tz1gyupBZ3ybA5AgSAiGJyPjaeP5QLMhqJ5A'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Casablanca Focus 2,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,239135,50,['tz1bXrkUZi2neinqmx3amCvptVwFiT43qT2m'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
Znäk i,KT1RJ6PbjHpwc3M5rw5s2Nbmefwbuwbdxton,282460,20,['tz1gVKxpEGC7QW1fZyEEMEW2kgJRbpgWLNpD'],1,zancan.tez,tz1gBXG9fg8RMDH69KfKqwoTH5sFDmzt5yzm
